Actual Point Number,Total Frequency /MHz,Detuning (MHz),Total Frequency (Detuning),Mean tau/us,Corrected Tau (us),tau std. dev./us,tau rel. std. dev./%,Alpha - Uncorrected,Alpha - Corrected,Cavity Temperature Side 2 /C,Cavity Pressure /Torr,,aaaa
0,9352.56574,,,-5.15E-09,,1.00E+12,1.00E+08,-5151.36,-0.515136,34,7.84052,1.00E+06,0.001238
1,9352.56995,,,1.37E-09,,,,1374.83,0.137483,34,7.84052,,0.00154
2,9352.57395,,,6.82E-09,,,,6822.13,0.682213,34,7.84052,,0.001327
3,9352.57862,,,1.01E-08,,,,10073.6,1.00736,34,7.84052,,1.00E-03
4,9352.5828,,,1.00E-08,,,,10014.4,1.00144,34,7.84052,,9.15E-04
5,9352.58768,,,6.45E-09,,,,6446.89,0.644689,34,7.84052,,9.13E-04
6,9352.5916,,,1.18E-09,,,,1180.89,0.118089,34,7.84052,,9.55E-04
7,9352.59597,,,-3.72E-09,,,,-3717.76,-0.371776,34,7.84052,,6.42E-04
8,9352.60102,,,-6.21E-09,,,,-6211.13,-0.621113,34,7.84052,,0.001068
9,9352.60567,,,-5.48E-09,,,,-5484.58,-0.548458,34,7.84052,,0.001412
10,9352.61028,,,-2.75E-09,,,,-2751.73,-0.275173,34,7.84052,,0.001293
11,9352.61561,,,5.83E-10,,,,582.845,0.0582845,34,7.84052,,0.001162
12,9352.62026,,,3.13E-09,,,,3133.3,0.31333,34,7.84052,,0.001355
13,9352.62502,,,4.14E-09,,,,4144.89,0.414489,34,7.84052,,0.001439
14,9352.62945,,,3.52E-09,,,,3515.55,0.351555,34,7.84052,,0.001114
15,9352.63438,,,1.18E-09,,,,1176.85,0.117685,34,7.84052,,0.001543
16,9352.63937,,,-2.92E-09,,,,-2916.37,-0.291637,34,7.84052,,0.001303
17,9352.64463,,,-8.08E-09,,,,-8079.45,-0.807945,34,7.84052,,0.001511
18,9352.64953,,,-1.27E-08,,,,-12695.1,-1.26951,34,7.84052,,0.001105
19,9352.65422,,,-1.51E-08,,,,-15100.5,-1.51005,34,7.84052,,0.001326
20,9352.65965,,,-1.37E-08,,,,-13713.6,-1.37136,34,7.84052,,9.80E-04
21,9352.6648,,,-8.71E-09,,,,-8711.72,-0.871172,34,7.84052,,0.001445
22,9352.66977,,,-2.04E-09,,,,-2038.48,-0.203848,34,7.84052,,0.001647
23,9352.67488,,,4.27E-09,,,,4268.57,0.426857,34,7.84052,,0.001023
24,9352.67949,,,8.25E-09,,,,8251.87,0.825187,34,7.84052,,0.001426
25,9352.68517,,,9.41E-09,,,,9409.61,0.940961,34,7.84052,,0.00155
26,9352.68982,,,8.34E-09,,,,8337,0.8337,34,7.84052,,0.001215
27,9352.69557,,,5.67E-09,,,,5673.36,0.567336,34,7.84052,,0.001592
28,9352.70023,,,2.07E-09,,,,2072.81,0.207281,34,7.84052,,0.00167
29,9352.70617,,,-1.64E-09,,,,-1637.87,-0.163787,34,7.84052,,0.001396
30,9352.71158,,,-4.46E-09,,,,-4461.78,-0.446178,34,7.84052,,0.001263
31,9352.71707,,,-5.40E-09,,,,-5399.04,-0.539904,34,7.84052,,0.001326
32,9352.72212,,,-3.49E-09,,,,-3485.01,-0.348501,34,7.84052,,0.001518
33,9352.72784,,,1.04E-09,,,,1039.19,0.103919,34,7.84052,,0.001687
34,9352.73321,,,6.48E-09,,,,6481.95,0.648195,34,7.84052,,0.001056
35,9352.73872,,,1.11E-08,,,,11051.2,1.10512,34,7.84052,,0.00131
36,9352.74413,,,1.29E-08,,,,12945.4,1.29454,34,7.84052,,0.001343
37,9352.74937,,,1.14E-08,,,,11369.3,1.13693,34,7.84052,,0.001216
38,9352.75494,,,7.62E-09,,,,7623.86,0.762386,34,7.84052,,0.001347
39,9352.76026,,,3.27E-09,,,,3268.95,0.326895,34,7.84052,,0.001452
40,9352.76569,,,-1.46E-10,,,,-146.187,-0.0146187,34,7.84052,,0.001225
41,9352.77136,,,-1.54E-09,,,,-1540.34,-0.154034,34,7.84052,,9.56E-04
42,9352.77725,,,-1.23E-09,,,,-1230.79,-0.123079,34,7.84052,,0.001104
43,9352.78293,,,2.04E-10,,,,203.66,0.020366,34,7.84052,,0.001287
44,9352.78795,,,2.19E-09,,,,2185.08,0.218508,34,7.84052,,0.001272
45,9352.79366,,,4.13E-09,,,,4133.99,0.413399,34,7.84052,,0.00123
46,9352.7991,,,5.58E-09,,,,5582.47,0.558247,34,7.84052,,0.001362
47,9352.80558,,,6.41E-09,,,,6411.11,0.641111,34,7.84052,,9.69E-04
48,9352.81076,,,6.57E-09,,,,6566.96,0.656696,34,7.84052,,7.61E-04
49,9352.81653,,,6.00E-09,,,,5997.75,0.599775,34,7.84052,,0.001111
50,9352.82274,,,4.68E-09,,,,4683.96,0.468396,34,7.84052,,0.00107
51,9352.82777,,,2.94E-09,,,,2935.32,0.293532,34,7.84052,,0.001091
52,9352.83389,,,1.25E-09,,,,1254.06,0.125406,34,7.84052,,0.001272
53,9352.83961,,,1.43E-10,,,,143.247,0.0143247,34,7.84052,,0.001263
54,9352.84525,,,1.05E-10,,,,105.136,0.0105136,34,7.84052,,0.001451
55,9352.85025,,,1.62E-09,,,,1620.55,0.162055,34,7.84052,,0.001481
56,9352.85641,,,4.59E-09,,,,4586.51,0.458651,34,7.84052,,0.001305
57,9352.86274,,,8.28E-09,,,,8276.78,0.827678,34,7.84052,,0.001262
58,9352.86902,,,1.19E-08,,,,11931,1.1931,34,7.84052,,0.00124
59,9352.87453,,,1.48E-08,,,,14783.2,1.47832,34,7.84052,,0.001276
60,9352.87992,,,1.62E-08,,,,16176.9,1.61769,34,7.84052,,0.001351
61,9352.88577,,,1.61E-08,,,,16148.1,1.61481,34,7.84052,,0.001476
62,9352.89172,,,1.50E-08,,,,14997.1,1.49971,34,7.84052,,0.001468
63,9352.89783,,,1.30E-08,,,,13025.9,1.30259,34,7.84052,,0.001325
64,9352.90372,,,1.05E-08,,,,10537.2,1.05372,34,7.84052,,0.001387
65,9352.90987,,,7.84E-09,,,,7836.55,0.783655,34,7.84052,,0.001332
66,9352.916,,,5.25E-09,,,,5247.46,0.524746,34,7.84052,,0.001519
67,9352.92145,,,3.10E-09,,,,3102.42,0.310242,34,7.84052,,0.00162
68,9352.92768,,,1.74E-09,,,,1736.97,0.173697,34,7.84052,,0.001566
69,9352.93376,,,1.49E-09,,,,1485.31,0.148531,34,7.84052,,0.001764
70,9352.93966,,,2.39E-09,,,,2385.05,0.238505,34,7.84052,,0.001666
71,9352.94586,,,3.85E-09,,,,3846.86,0.384686,34,7.84052,,0.001902
72,9352.95153,,,5.20E-09,,,,5200.14,0.520014,34,7.84052,,0.001783
73,9352.95806,,,5.77E-09,,,,5771.68,0.577168,34,7.84052,,0.001929
74,9352.96345,,,4.89E-09,,,,4892.03,0.489203,34,7.84052,,0.001849
75,9352.96983,,,2.41E-09,,,,2409.44,0.240944,34,7.84052,,0.002065
76,9352.97583,,,-8.67E-10,,,,-867.437,-0.0867437,34,7.84052,,0.001985
77,9352.9819,,,-4.03E-09,,,,-4028.21,-0.402821,34,7.84052,,0.002387
78,9352.98738,,,-6.17E-09,,,,-6169.61,-0.616961,34,7.84052,,0.002142
79,9352.99378,,,-6.39E-09,,,,-6393.67,-0.639367,34,7.84052,,0.002519
80,9352.99939,,,-4.25E-09,,,,-4245.88,-0.424588,34,7.84052,,0.002656
81,9353.00608,,,-5.16E-10,,,,-516.483,-0.0516483,34,7.84052,,0.003197
82,9353.01258,,,3.78E-09,,,,3784.82,0.378482,34,7.84052,,0.003546
83,9353.01916,,,7.64E-09,,,,7640.02,0.764002,34,7.84052,,0.004412
84,9353.02453,,,1.00E-08,,,,10023.1,1.00231,34,7.84052,,0.005306
85,9353.03088,,,1.03E-08,,,,10297.4,1.02974,34,7.84052,,0.00709
86,9353.03676,,,8.98E-09,,,,8976.15,0.897615,34,7.84052,,0.011268
87,9353.04343,,,6.78E-09,,,,6783.67,0.678367,34,7.84052,,0.020551
88,9353.04945,,,4.44E-09,,,,4443.77,0.444377,34,7.84052,,0.043394
89,9353.0555,,,2.68E-09,,,,2677.63,0.267763,34,7.84052,,0.085117
90,9353.06187,,,2.20E-09,,,,2200.52,0.220052,34,7.84052,,0.152097
91,9353.06803,,,3.32E-09,,,,3319.33,0.331933,34,7.84052,,0.220869
92,9353.07419,,,5.58E-09,,,,5575.17,0.557517,34,7.84052,,0.258328
93,9353.08031,,,8.42E-09,,,,8424.5,0.84245,34,7.84052,,0.234914
94,9353.08652,,,1.13E-08,,,,11321.6,1.13216,34,7.84052,,0.166815
95,9353.0926,,,1.37E-08,,,,13718,1.3718,34,7.84052,,0.097517
96,9353.09959,,,1.51E-08,,,,15124.2,1.51242,34,7.84052,,0.048928
97,9353.10508,,,1.55E-08,,,,15523.1,1.55231,34,7.84052,,0.024693
98,9353.11125,,,1.51E-08,,,,15117.1,1.51171,34,7.84052,,0.014029
99,9353.11768,,,1.41E-08,,,,14102.5,1.41025,34,7.84052,,0.010372
100,9353.12371,,,1.27E-08,,,,12665.1,1.26651,34,7.84052,,0.009369
101,9353.1298,,,1.10E-08,,,,10995.4,1.09954,34,7.84052,,0.008511
102,9353.13652,,,9.41E-09,,,,9413.78,0.941378,34,7.84052,,0.007413
103,9353.1426,,,8.37E-09,,,,8368.91,0.836891,34,7.84052,,0.006058
104,9353.1486,,,8.31E-09,,,,8313.67,0.831367,34,7.84052,,0.004174
105,9353.15483,,,9.68E-09,,,,9677.25,0.967725,34,7.84052,,0.003311
106,9353.16117,,,1.23E-08,,,,12322.9,1.23229,34,7.84052,,0.002874
107,9353.16776,,,1.55E-08,,,,15542.5,1.55425,34,7.84052,,0.00242
108,9353.1742,,,1.86E-08,,,,18599.7,1.85997,34,7.84052,,0.002497
109,9353.18018,,,2.08E-08,,,,20762.4,2.07624,34,7.84052,,0.002516
110,9353.18627,,,2.13E-08,,,,21317.5,2.13175,34,7.84052,,0.002396
111,9353.19285,,,1.99E-08,,,,19853.1,1.98531,34,7.84052,,0.002759
112,9353.19863,,,1.71E-08,,,,17067.7,1.70677,34,7.84052,,0.002928
113,9353.20564,,,1.39E-08,,,,13916.5,1.39165,34,7.84052,,0.003428
114,9353.21184,,,1.14E-08,,,,11350.3,1.13503,34,7.84052,,0.004333
115,9353.2183,,,1.03E-08,,,,10316.2,1.03162,34,7.84052,,0.005103
116,9353.22402,,,1.17E-08,,,,11691.7,1.16917,34,7.84052,,0.005692
117,9353.23073,,,1.53E-08,,,,15338.4,1.53384,34,7.84052,,0.005498
118,9353.23648,,,2.04E-08,,,,20350.5,2.03505,34,7.84052,,0.004648
119,9353.24329,,,2.58E-08,,,,25796.9,2.57969,34,7.84052,,0.003633
120,9353.24978,,,3.07E-08,,,,30726,3.0726,34,7.84052,,0.002563
121,9353.25604,,,3.42E-08,,,,34169.9,3.41699,34,7.84052,,0.001919
122,9353.26229,,,3.52E-08,,,,35182.9,3.51829,34,7.84052,,0.001827
123,9353.26864,,,3.36E-08,,,,33601.8,3.36018,34,7.84052,,0.001793
124,9353.27527,,,3.01E-08,,,,30146.6,3.01466,34,7.84052,,0.001566
125,9353.28192,,,2.56E-08,,,,25585.9,2.55859,34,7.84052,,0.001431
126,9353.28795,,,2.07E-08,,,,20684.7,2.06847,34,7.84052,,0.001345
127,9353.29424,,,1.62E-08,,,,16201.7,1.62017,34,7.84052,,0.001509
128,9353.30081,,,1.29E-08,,,,12887.7,1.28877,34,7.84052,,0.001655
129,9353.30699,,,1.12E-08,,,,11170.8,1.11708,34,7.84052,,0.001448
130,9353.31352,,,1.08E-08,,,,10810.9,1.08109,34,7.84052,,0.001646
131,9353.3202,,,1.15E-08,,,,11485.9,1.14859,34,7.84052,,0.001394
132,9353.32577,,,1.29E-08,,,,12875.1,1.28751,34,7.84052,,0.001386
133,9353.33247,,,1.47E-08,,,,14657.7,1.46577,34,7.84052,,0.001573
134,9353.33911,,,1.65E-08,,,,16512.1,1.65121,34,7.84052,,0.001528
135,9353.34562,,,1.81E-08,,,,18123.6,1.81236,34,7.84052,,0.001459
136,9353.35177,,,1.93E-08,,,,19319.6,1.93196,34,7.84052,,0.001478
137,9353.35835,,,2.00E-08,,,,20046.5,2.00465,34,7.84052,,0.001368
138,9353.36524,,,2.03E-08,,,,20254.7,2.02547,34,7.84052,,0.001335
139,9353.37089,,,1.99E-08,,,,19895,1.9895,34,7.84052,,0.001197
140,9353.37761,,,1.89E-08,,,,18918.4,1.89184,34,7.84052,,0.001167
141,9353.38349,,,1.73E-08,,,,17280.1,1.72801,34,7.84052,,0.00131
142,9353.3898,,,1.50E-08,,,,14964.9,1.49649,34,7.84052,,0.00142
143,9353.39643,,,1.22E-08,,,,12174.3,1.21743,34,7.84052,,0.001449
144,9353.40328,,,9.24E-09,,,,9244.89,0.924489,34,7.84052,,0.001131
145,9353.40921,,,6.51E-09,,,,6514.35,0.651435,34,7.84052,,0.00121
146,9353.4151,,,4.32E-09,,,,4319.06,0.431906,34,7.84052,,0.001228
147,9353.42219,,,2.99E-09,,,,2994.9,0.29949,34,7.84052,,0.001179
148,9353.42785,,,2.88E-09,,,,2878.38,0.287838,34,7.84052,,0.001164
149,9353.4345,,,4.20E-09,,,,4200.83,0.420083,34,7.84052,,9.74E-04
150,9353.44131,,,6.60E-09,,,,6601.27,0.660127,34,7.84052,,0.001116
151,9353.44768,,,9.51E-09,,,,9513.07,0.951307,34,7.84052,,0.001285
152,9353.45409,,,1.24E-08,,,,12365.9,1.23659,34,7.84052,,0.001335
153,9353.46067,,,1.46E-08,,,,14585.5,1.45855,34,7.84052,,0.001144
154,9353.46715,,,1.56E-08,,,,15594.6,1.55946,34,7.84052,,0.001081
155,9353.47383,,,1.50E-08,,,,14951.4,1.49514,34,7.84052,,0.001312
156,9353.48008,,,1.30E-08,,,,13047.9,1.30479,34,7.84052,,0.001231
157,9353.48631,,,1.06E-08,,,,10592.9,1.05929,34,7.84052,,0.001379
158,9353.49275,,,8.29E-09,,,,8293.97,0.829397,34,7.84052,,0.001237
159,9353.49872,,,6.86E-09,,,,6855.95,0.685595,34,7.84052,,0.001377
160,9353.50568,,,6.98E-09,,,,6982.29,0.698229,34,7.84052,,0.001306
161,9353.51156,,,9.30E-09,,,,9300.82,0.930082,34,7.84052,,0.001076
162,9353.51841,,,1.35E-08,,,,13534.5,1.35345,34,7.84052,,0.001262
163,9353.52451,,,1.88E-08,,,,18806.4,1.88064,34,7.84052,,0.00106
164,9353.53092,,,2.42E-08,,,,24199.2,2.41992,34,7.84052,,0.001247
165,9353.53722,,,2.88E-08,,,,28784.1,2.87841,34,7.84052,,0.001266
166,9353.54374,,,3.16E-08,,,,31626.4,3.16264,34,7.84052,,0.001195
167,9353.54997,,,3.21E-08,,,,32089,3.2089,34,7.84052,,0.001282
168,9353.55663,,,3.08E-08,,,,30763.7,3.07637,34,7.84052,,0.001238
169,9353.56309,,,2.86E-08,,,,28558.7,2.85587,34,7.84052,,0.001104
170,9353.56818,,,2.64E-08,,,,26379,2.6379,34,7.84052,,0.001121
